OBJECTID,YEAR_,STATE,FIRE_NAME,GIS_ACRES,SHAPE_Length,SHAPE_Area,,,,,,,,,
33097,1990,CA,PEAKS,1226.0314,20035.17599,8549461.03,,,,,,,,,
33098,1990,CA,KINGS,3068.8696,37859.77909,21289641.52,,,,,,,,,
33099,1990,CA,ISLAND,1452.9535,14625.91801,10042318.71,,,,,,,,,
33100,1994,CA,SKYLINE FIRE,2.1811271,411.2245308,12866.63327,,,,,,,,,
33101,1994,CA,AMAR FIRE,77.967392,2654.413366,460623.4445,,,,,,,,,
33102,1994,CA,KERN CO. FIRE 192 AC,180.34213,5331.519835,1085671.635,,,,,,,,,
33103,1994,CA,PEAK,2872.5891,25039.44353,17578104.89,,,,,,,,,
33104,1994,CA,LUCAS #4,6221.3745,42775.12813,38034439.7,,,,,,,,,
33105,1994,CA,FISH,461.61261,10884.56707,3086531.711,,,,,,,,,
33106,1994,CA,RIMROCK,70.324257,2902.264078,512539.9287,,,,,,,,,
33107,1994,CA,SOUP,8.1399221,1017.438694,58392.39296,,,,,,,,,
33108,1994,CA,CORPORATION,167.60287,7001.196721,1198594.347,,,,,,,,,
33109,1994,CA,SOLDIER,54.930065,2756.349088,366441.5736,,,,,,,,,
33110,1994,CA,BEAR CREEK,425.70261,7229.326583,2675709.563,,,,,,,,,
33111,1994,CA,RIVER,606.48944,9618.338452,4429542.952,,,,,,,,,
33112,1994,CA,COTTONWOOD,242.61595,6014.063951,1774813.668,,,,,,,,,
33113,1994,CA,BARKLEY,43905.281,84088.28707,304192226.4,,,,,,,,,
33114,1994,CA,FRIANT,624.04315,8807.295501,3962035.664,,,,,,,,,
33115,1994,CA,YORK,1012.4094,10988.7944,6249599.165,,,,,,,,,
33116,2002,CA,VIEUX,1028.645,21063.52374,6659696.679,,,,,,,,,
33117,2002,CA,PG&E,140.60696,4468.140164,905147.8611,,,,,,,,,
33118,1993,CA,UNION,70.17984,3097.813713,466093.5878,,,,,,,,,
33119,1993,CA,STANDARD,23.423927,1718.36862,143058.5656,,,,,,,,,
33120,1993,CA,SAND CYN,151.78017,4165.992444,924725.0362,,,,,,,,,
33121,1993,CA,ELKHORN,212.18085,5481.683927,1284394.075,,,,,,,,,
33122,1997,CA,SHU DEADWO,264.02216,9358.799635,1862180.838,,,,,,,,,
33123,1997,CA,USL,30.128334,1577.915142,182981.8477,,,,,,,,,
33124,1997,CA,EUCALYPTUS,264.12262,8553.106293,1662947.322,,,,,,,,,
33125,1997,CA,AMERICAN,1630.5876,20434.92225,9901307.962,,,,,,,,,
33126,1997,CA,INDIAN,33.12743,2212.370709,201731.4578,,,,,,,,,
33127,1997,CA,BLM#1,30.949516,1729.557324,194798.0063,,,,,,,,,
33128,1997,CA,HILL,230.74278,7239.389484,1403882.845,,,,,,,,,
33129,1997,CA,COUNTYLINE,453.36432,9457.17146,2794079.837,,,,,,,,,
33130,1997,CA,CALIENTE,62.17432,2420.147652,376812.9192,,,,,,,,,
33131,2001,CA,SHU DERSCH,36.165825,2046.742534,253252.9021,,,,,,,,,
33132,2001,CA,SHU DUNCAN,9.8434048,970.8566601,68870.09933,,,,,,,,,
33133,1982,CA,LOWER SPRINGS,255.79999,7821.630935,1796710.979,,,,,,,,,
33134,1986,CA,GRIGORY,545.19598,9102.154769,3381263.612,,,,,,,,,
33135,1986,CA,RANGE,20.846817,1456.182128,146316.6864,,,,,,,,,
33136,1986,CA,SHIRT,14.285558,1320.779181,100732.8351,,,,,,,,,
33137,1986,CA,COTTONWOOD,48.125229,2812.5633,313961.8706,,,,,,,,,
33138,1986,CA,CYRUS CYN,210.31924,4377.954091,1293790.94,,,,,,,,,
33139,2002,CA,TEN MILE,92.627686,3974.750174,631995.3292,,,,,,,,,
33140,2002,CA,PINE,1024.0122,16697.55973,6844662.869,,,,,,,,,
33141,1986,CA, ,7.8421497,1148.730807,46618.61289,,,,,,,,,
33142,1986,CA, ,34.491802,1942.093647,205831.8894,,,,,,,,,
33143,1986,CA, ,7.5953178,818.5809966,45305.59361,,,,,,,,,
33144,1986,CA, ,367.82523,6773.268697,2194850.816,,,,,,,,,
33145,1986,CA, ,596.70288,9925.486655,3590006.493,,,,,,,,,
33146,1997,CA,YSABEL,260.29431,5523.715916,1504216.808,,,,,,,,,
33147,1997,CA,WOHLFORD,537.65106,8134.794328,3114887.834,,,,,,,,,
33148,1997,CA,EAGLE,129.50517,4100.907608,747691.1073,,,,,,,,,
33149,1997,CA,PALA,457.89236,8621.465772,2664785.34,,,,,,,,,
33150,1997,CA,DEL DIOS,1072.8867,11757.98391,6201489.391,,,,,,,,,
33151,1997,CA,MARGARITA,1164.1285,17190.50527,6784645.83,,,,,,,,,
33152,1997,CA,PAMOOSA,12.480182,1391.356831,72420.14891,,,,,,,,,
33153,2002,CA,LOUISIANA,6564.2114,37908.5928,39012218.32,,,,,,,,,
33154,2002,CA,BLUE CUT,6821.0391,57147.82773,40560181.12,,,,,,,,,
33155,2002,CA,BEE,397.10248,8221.752668,2330731.879,,,,,,,,,
33156,2002,CA,WHITE POST,26.745314,2393.969724,156794.6572,,,,,,,,,
33157,2002,CA,ARROWHEAD,2579.0776,23233.40459,15294128.6,,,,,,,,,
33158,2003,CA,WHITEROCK,465.47412,10155.28498,2985510.91,,,,,,,,,
33159,2003,CA,HUNTER,476.15543,9109.494559,3076785.438,,,,,,,,,
33160,2003,CA,PARKS,14.603395,1565.073119,98619.931,,,,,,,,,
33161,2003,CA,SIERRA,26.920225,1755.040361,179988.9671,,,,,,,,,
33162,2003,CA,VALLEY,52.144432,2464.441706,349868.4568,,,,,,,,,
33163,2003,CA,PINES,38.796791,2196.759393,260452.4229,,,,,,,,,
33164,2003,CA,GARDEN,60.724098,2947.350863,407788.747,,,,,,,,,
33165,2003,CA,DONNER,85.222641,3809.730701,577258.1606,,,,,,,,,
33166,2003,CA,DELL_PUERTO_1,629.52289,9597.95929,4046439.983,,,,,,,,,
33167,2003,CA,HOOVER,168.90268,5349.718831,1079835.931,,,,,,,,,
33168,2003,CA,PINE,175.88977,4636.128762,1133204.826,,,,,,,,,
33169,1985,CA, ,2.9872739,520.8526573,21533.42706,,,,,,,,,
33170,1985,CA, ,4.9790554,659.2672171,34498.95961,,,,,,,,,
33171,1985,CA, ,2.9874575,510.7675581,20707.59406,,,,,,,,,
33172,1985,CA, ,277.42786,5671.881845,1944809.784,,,,,,,,,
33173,1985,CA,SARAH TOTTEN,19.699162,1649.309529,143490.3058,,,,,,,,,
33174,1970,CA, ,212.1057,4492.468809,1249020.208,,,,,,,,,
33175,1973,CA,MATEO,307.85486,5937.078269,1794849.029,,,,,,,,,
33176,1975,CA, ,3.2128181,672.785047,18877.00087,,,,,,,,,
33177,1975,CA, ,11.519917,1075.296277,67618.27385,,,,,,,,,
33178,1975,CA, ,19.736883,1748.61933,122378.5161,,,,,,,,,
33179,1975,CA,KNOX,366.59131,6304.996199,2242658.037,,,,,,,,,
33180,1976,CA,COVINA HILLS ROAD FIRE,191.32124,4718.00431,1131333.836,,,,,,,,,
33181,1976,CA,PUENTE HILLS FIRE,310.75397,9081.071529,1833581.817,,,,,,,,,
33182,1999,CA,SHEEP #1,12400.057,53948.67537,87755830.37,,,,,,,,,
33183,1976,CA,TONNER FIRE,203.63594,6913.226944,1200432.366,,,,,,,,,
33184,1976,CA, ,2.9979708,556.5822323,17730.25041,,,,,,,,,
33185,1976,CA, ,0.91215831,300.5232891,5409.72294,,,,,,,,,
33186,1976,CA, ,0.8483271,289.6777802,4984.318367,,,,,,,,,
33187,1976,CA, ,22.760115,1637.490941,134561.3319,,,,,,,,,
33188,1976,CA, ,17.571875,2456.125394,103974.6529,,,,,,,,,
33189,1976,CA, ,1.0874494,351.9944375,6435.280259,,,,,,,,,
33190,1976,CA, ,3.6440413,703.1415706,21557.71891,,,,,,,,,
33191,1976,CA, ,4.1927419,699.857983,24793.50006,,,,,,,,,
33192,1976,CA, ,3.8604972,770.8134015,22854.39557,,,,,,,,,
33193,1988,CA,HIGHWAY,260.0249,6879.938517,1706822.161,,,,,,,,,
33194,1988,CA,KLAMATH,6158.7671,29071.41188,44629605.5,,,,,,,,,
33195,1988,CA,LAKE,579.26678,9100.163012,4025030.498,,,,,,,,,
33196,1988,CA,LIGHTNING #84 (STENT),1006.3177,11373.15562,6551810.999,,,,,,,,,
33197,1988,CA,LIGHTNING #97 (BISON),3784.2729,22795.8991,27113855.26,,,,,,,,,
33198,1988,CA,MILLER,34564.527,70448.1809,228274520.5,,,,,,,,,
33199,1988,CA,PARDEE,1208.8407,18005.82149,7946778.705,,,,,,,,,
33200,1988,CA,RESORT,483.3407,7370.644097,3196860.189,,,,,,,,,
33201,1988,CA,RIVER,1205.4727,18614.03033,8043308.066,,,,,,,,,
33202,1988,CA,SADDLE,5907.9399,33638.88378,40907650.36,,,,,,,,,
33203,1988,CA,SILVER,416.79059,6297.44159,2680127.768,,,,,,,,,
33204,1988,CA,STONY,529.62036,10578.12217,3610866.82,,,,,,,,,
33205,1988,CA,ALMADEN,392.55728,7101.043596,2505603.678,,,,,,,,,
33206,1988,CA,ALTAMONT #1 - 6,383.5675,10405.73584,2486238.753,,,,,,,,,
33207,1988,CA,UVAS,412.60431,7479.524529,2630225.375,,,,,,,,,
33208,1988,CA,LINDSAY,1334.5624,15778.36303,8313143.335,,,,,,,,,
33209,1988,CA,RAMERO,401.56131,6806.204621,2561860.743,,,,,,,,,
33210,1988,CA,CLEVENGER,113.61966,3689.73212,656721.3817,,,,,,,,,
33211,1988,CA,BUCKMAN,38.456402,2524.33464,220197.7777,,,,,,,,,
33212,1994,CA,LUCAS #1,95.543007,3107.049885,584264.5392,,,,,,,,,
33213,1994,CA,LUCAS #2,111.83156,3856.263362,683615.3831,,,,,,,,,
33214,1994,CA,LUCAS,395.87915,6602.17996,2419449.828,,,,,,,,,
33215,1994,CA,LUCAS #3,9.6885529,974.1541684,59216.28257,,,,,,,,,
33216,1994,CA,KERN,212.78555,6293.412992,1324702.925,,,,,,,,,
33217,1994,CA,BASALT,276.94363,9050.3347,1762978.049,,,,,,,,,
33218,1994,CA,HUNTER,669.41284,9231.553146,4322450.536,,,,,,,,,
33219,1994,CA, ,41.27309,2100.385685,242894.6268,,,,,,,,,
33220,1994,CA,WIDOW INC.,348.19449,7130.513474,2492430.123,,,,,,,,,
33221,1994,CA,PG&E #24,1275.5382,17513.75764,8437005.367,,,,,,,,,
33222,1994,CA, ,7383.4097,38055.38311,50273025.71,,,,,,,,,
33223,2003,CA,MCCLOUD,11.994466,1383.394378,81337.33076,,,,,,,,,
33225,2000,CA, ,16.691818,1637.531888,113621.6164,,,,,,,,,
33226,2001,CA,GAP,2447.3713,20095.6107,16562015.68,,,,,,,,,
33227,1918,CA, ,394.2565,7765.537139,2680978.67,,,,,,,,,
33228,1994,CA, ,66.795586,3173.020982,441079.1437,,,,,,,,,
33229,1996,CA,FAIRBANKS,126.0707,3739.324522,744223.6648,,,,,,,,,
33230,1996,CA,IDA,358.75671,5951.430422,2107750.32,,,,,,,,,
33231,1996,CA,LAKE,748.21503,10069.26125,4405745.996,,,,,,,,,
33232,1996,CA,LAKE - RX AREA,292.23575,5567.184429,1720393.607,,,,,,,,,
33233,1996,CA,MACK,295.27948,5900.084169,1735788.928,,,,,,,,,
33234,1996,CA,PONY,1034.5012,10963.24535,6048079.877,,,,,,,,,
33235,1996,CA,READ,101.02636,3446.935329,589829.6173,,,,,,,,,
33236,1996,CA,RICHIE,182.88635,4427.616963,1079070.023,,,,,,,,,
33237,1996,CA,UNION,269.47714,5811.874994,1590918.59,,,,,,,,,
33238,1996,CA,PHILADELPHIA,1834.5974,21687.99222,10837631.46,,,,,,,,,
33239,1996,CA,SOBOBA,689.57184,9716.247988,4051001.191,,,,,,,,,
33240,1996,CA,WOLFSKILL BR3,833.59259,9316.957425,4908307.738,,,,,,,,,
33241,1996,CA,ESPARANZA,380.6698,6756.579928,2241326.848,,,,,,,,,
33242,1996,CA,ORANGE,566.11481,9016.433705,3332927.962,,,,,,,,,
33243,1996,CA,POLI,362.16391,7687.845583,2152464.485,,,,,,,,,
33244,1996,CA,ONDULANDO,402.16229,7319.323016,2391159.518,,,,,,,,,
33245,1992,CA,BEAR PEN,5.9742084,736.6755614,43076.04834,,,,,,,,,
33246,1992,CA,SMUD #1,1178.5575,17481.99899,7819212.18,,,,,,,,,
33247,1992,CA,FARNHAM,801.24268,10660.64017,5307395.493,,,,,,,,,
33248,1992,CA, ,10.741086,964.9153954,71636.87924,,,,,,,,,
33249,1992,CA,ITALIAN,2156.9158,16372.71832,13763190.54,,,,,,,,,
33250,1992,CA, ,7.2631845,779.9554417,46488.43788,,,,,,,,,
33251,1992,CA, ,22.908113,1544.567403,145836.6193,,,,,,,,,
33252,1992,CA,FOUNTAIN,60290.145,124832.2255,426783056.1,,,,,,,,,
33253,1992,CA,HORNITOS,654.39319,10244.59051,4210816.05,,,,,,,,,
33254,1983,CA,MEISS,602.99994,8853.039477,3986785.497,,,,,,,,,
33255,1983,CA,MORGAN VALLEY,471.28696,8342.287031,3152590.216,,,,,,,,,
33256,1983,CA,NONE,820.90015,10529.20264,5483533.315,,,,,,,,,
33257,1983,CA,OLD TOLL,520.91553,10956.47187,3355843.041,,,,,,,,,
33258,1983,CA, ,49.116547,2137.870243,288461.8058,,,,,,,,,
33259,1983,CA, ,97.270554,4183.515604,568116.131,,,,,,,,,
33260,1983,CA,FRESNO #2,641.65436,8263.945866,3776576.192,,,,,,,,,
33261,1983,CA,FRESNO #3,1618.5023,16637.88949,9525447.972,,,,,,,,,
33262,1983,CA,CANYON,1231.1671,12452.7984,7214235.49,,,,,,,,,
33263,1983,CA,CARTER RANCH,107.51273,4113.112704,672004.9879,,,,,,,,,
33264,1983,CA,PARSISSONS,340.46814,7462.933292,2139796.654,,,,,,,,,
33265,1983,CA,FK 11246-11248,915.6554,11260.14867,5712906.846,,,,,,,,,
33266,1983,CA,FRIANT,236.11986,5303.812965,1498755.073,,,,,,,,,
33267,1983,CA,ASSIST #43,79.699959,3729.518194,460981.5733,,,,,,,,,
33268,1983,CA,BEDFORD,308.50934,6630.20893,1812472.681,,,,,,,,,
33269,1983,CA, ,16.377302,1147.944685,96794.62342,,,,,,,,,
33270,1983,CA,KITTYHAWK,262.60483,7287.609475,1850879.077,,,,,,,,,
33271,1983,CA,ROVANA,317.01303,9721.748027,2037682.857,,,,,,,,,
33272,1983,CA, ,265.9426,6135.862255,1711600.763,,,,,,,,,
33273,1983,CA, ,66.33007,3583.271825,457293.6266,,,,,,,,,
33274,1995,CA,ECHO,372.05557,9929.124767,2189530.906,,,,,,,,,
33275,1995,CA,GRANITE,487.93396,7953.772991,2881929.912,,,,,,,,,
33276,1995,CA,LINCOLN,220.81807,6448.368911,1290357.451,,,,,,,,,
33277,1995,CA,LA CRESTA,115.57126,4925.704306,675327.4909,,,,,,,,,
33278,1995,CA,PEACH,476.76941,6599.964111,2807430.285,,,,,,,,,
33279,1995,CA,WARNERS,2299.3804,16781.16219,13367076.93,,,,,,,,,
33280,1995,CA,SPRINGS,169.94603,6425.743384,988037.615,,,,,,,,,
33281,1995,CA,HIGHWAY,102.71291,3710.41666,598747.644,,,,,,,,,
33282,1995,CA,VERBENIA,21444.125,101895.9436,126584160.3,,,,,,,,,
33283,1995,CA,APACHE,2962.4624,30921.29688,17441443.64,,,,,,,,,
33284,1995,CA,SEMINOLE,645.14978,8826.436652,3798610.457,,,,,,,,,
33285,1995,CA, ,45.12479,2369.044167,266873.7108,,,,,,,,,
33286,1995,CA,BLUFF,2460.5671,25497.92978,14526322.84,,,,,,,,,
33287,1995,CA,CROWDER,1062.9905,14140.9642,6323239.052,,,,,,,,,
33288,1995,CA,CAL STATE,224.3067,5454.420611,1329950.447,,,,,,,,,
33289,1995,CA,POWERHOUSE #2/#3 ,624.15344,8076.364684,3980891.549,,,,,,,,,
33290,1995,CA,AVENUE FIRE,37.98811,2651.411706,228710.4918,,,,,,,,,
33291,1995,CA,J-I/C FIRE,60.56356,4434.634455,363361.4546,,,,,,,,,
33292,1995,CA,LEONA FIRE,96.411171,4123.530511,577216.2293,,,,,,,,,
33293,1995,CA,PALMDALE FIRE,133.56688,6460.907145,799627.3453,,,,,,,,,
33294,2003,CA,WEST CROCKETT,131.57272,4380.295641,893565.6561,,,,,,,,,
33295,2003,CA,CROCKETT 2,32.663105,2096.315064,221759.3713,,,,,,,,,
33296,2003,CA,STREETER,0.55845934,288.5711247,3778.684243,,,,,,,,,
33297,2003,CA,YOUNG,0.042786978,67.73182222,289.1451016,,,,,,,,,
33298,2003,CA,SPANISH,6049.6865,31767.37328,41330463.08,,,,,,,,,
33299,2003,CA,LOMA,3739.1992,31149.86677,26423364.86,,,,,,,,,
33300,1996,CA,FORK,83056.945,152170.3828,560499658.4,,,,,,,,,
33301,1996,CA,RED,40.029491,1901.204208,286906.7968,,,,,,,,,
33302,1996,CA,WILLOW,2.9872651,516.8895964,21206.97788,,,,,,,,,
33303,1996,CA,CHERRY,2.9873328,519.5587105,21426.56239,,,,,,,,,
33304,1996,CA,RECHE,280.33453,6862.551966,1656008.562,,,,,,,,,
33305,1996,CA,WATERMAN 3,484.48602,13499.36114,2872711.335,,,,,,,,,
33306,1996,CA,BRYANT FIRE (EASTERN PORT),237.09277,6528.158279,1400214.725,,,,,,,,,
33307,1997,CA,BAKER,6319.7153,44576.34016,37107166.02,,,,,,,,,
33308,1997,CA,SISAR,306.27289,6165.220006,1827102.159,,,,,,,,,
33309,1997,CA,AUTUMN,46.857101,3211.692642,278009.3022,,,,,,,,,
33310,1997,CA,ALOSTA,81.267403,4100.403471,482578.4279,,,,,,,,,
33311,1997,CA,GOOCH,642.29614,9555.546467,4538319.983,,,,,,,,,
33312,1998,CA,BEALE ASSIST,1276.6108,12308.20579,8602692.492,,,,,,,,,
33313,1998,CA,SMART,343.52805,7250.226875,2318148.939,,,,,,,,,
33314,2001,CA,HICKS,33.544643,2847.199225,233377.0531,,,,,,,,,
33315,2001,CA,RODRIGUEZ,123.50909,3670.663276,809057.9334,,,,,,,,,
33316,2001,CA,ENGELHART,69.01786,3141.926439,451511.2044,,,,,,,,,
33317,2001,CA,EASTMAN,164.8461,5905.709572,1072389.243,,,,,,,,,
33318,2001,CA,J59#2,97.740898,3522.833441,634331.9551,,,,,,,,,
33319,2001,CA,HOGAN,162.10329,6163.796304,1063348.894,,,,,,,,,
33320,2001,CA,HOURET,40.603535,2144.101016,262584.0912,,,,,,,,,
33321,2001,CA,MANTON,54.148853,2604.294822,378469.6159,,,,,,,,,
33322,2001,CA,SCARBOROU,90.73259,4641.453202,632666.2767,,,,,,,,,
33323,1964,CA,WOOD-SCHAUBACH,492.41614,7478.488398,3136455.158,,,,,,,,,
33324,1996,CA,WILDLIFE,261.00809,7207.250424,1896272.501,,,,,,,,,
33325,1999,CA,PASS,430.03983,7672.962136,2955034.371,,,,,,,,,
33326,2000,CA,WEINSTEIN,8283.9863,56168.77258,57042907.43,,,,,,,,,
33327,2000,CA,ELEPHANT,886.48346,9948.079528,5524374.06,,,,,,,,,
33328,1967,CA,MOSELY RANCH,877.85016,14220.35153,5261953.941,,,,,,,,,
33329,1997,CA,RANGE,944.64398,9248.533169,5654344.412,,,,,,,,,
33330,2001,CA,CANYON,262.7522,6521.167626,1539397.048,,,,,,,,,
33331,2001,CA,BALDY,165.78503,4653.635227,985946.1557,,,,,,,,,
33332,2001,CA,BAUTISTA,181.60954,5155.205002,1064206.459,,,,,,,,,
33333,2001,CA,CLEAR,4318.8921,43667.0511,31523550.21,,,,,,,,,
33334,2003,CA,BUCKEYE,4.5647202,694.4231554,29433.56773,,,,,,,,,
33335,2003,CA,KINCAID,917.43079,11093.73788,5900216.777,,,,,,,,,
33336,2003,CA,JUMP,4893.5269,27700.96968,31424684.64,,,,,,,,,
33337,2003,CA,HAMILTON,631.99249,9850.396928,4068378.687,,,,,,,,,
33338,2003,CA,DEVIL,5444.2725,30696.46436,35056577.57,,,,,,,,,
33339,2003,CA,ANNIE,18210.4,70055.44295,116454730,,,,,,,,,
33340,2003,CA,DEL_PUERTO_2,5909.0381,33952.09167,37990970.59,,,,,,,,,
33341,2003,CA,PITTSBURG,298.22662,8237.355676,1946242.35,,,,,,,,,
33342,2003,CA,STRIKE,88.622482,3545.310902,571673.4787,,,,,,,,,
33343,2003,CA,MCEWEN,100.3893,3723.928163,655545.5363,,,,,,,,,
33344,2003,CA,BIRD_2,105.92447,3892.154561,682881.2004,,,,,,,,,
33345,2003,CA,BIRD_1,7876.4731,39033.60177,50799099.8,,,,,,,,,
33346,1972,CA,SWASEY DR,1857.6172,22594.94711,13046814.87,,,,,,,,,
33347,2003,CA,WILDCAT,13.304173,1298.706741,93052.3846,,,,,,,,,
33348,2003,CA,RIDGE,48.709599,3173.54841,341011.819,,,,,,,,,
33349,2003,CA,WONDER,15.712199,2603.768237,110888.8913,,,,,,,,,
33350,2003,CA,WEST,80.030235,4040.520972,558766.805,,,,,,,,,
33351,2003,CA,OLINDA,56.556896,3204.595582,395490.3464,,,,,,,,,
33352,2003,CA,BUTTE,36.249893,2349.644518,253677.2777,,,,,,,,,
33353,2003,CA,PLATINA,44.609951,2522.907142,311344.5156,,,,,,,,,
33354,1977,CA,CACHUMA,2249.6265,16348.21112,13501799.75,,,,,,,,,
33355,1926,CA, ,5245.4297,28457.64923,35547587.82,,,,,,,,,
33356,1926,CA, ,40.554367,2301.427099,274559.7187,,,,,,,,,
33357,1921,CA, ,151.99031,4232.512931,911191.5059,,,,,,,,,
33358,2002,CA,DEEP CREEK,24.506124,2044.208745,176999.427,,,,,,,,,
33359,2002,CA,HILL,15.539135,2010.31715,113713.3306,,,,,,,,,
33360,2002,CA,CONE,2007.3351,23358.11985,14169462.15,,,,,,,,,
33361,2002,CA,STANZA,2820.6128,25583.63928,20472073.33,,,,,,,,,
33362,2002,CA,EAGLE,184.23883,5413.2742,1344024.432,,,,,,,,,
33363,1976,CA, ,4.2306237,710.0591851,25062.95003,,,,,,,,,
33364,1976,CA, ,5.9505019,964.898693,35216.50355,,,,,,,,,
33365,1976,CA, ,30.392456,2087.036113,180707.8125,,,,,,,,,
33366,1976,CA,COOK FIRE,983.94037,14091.47813,6646601.597,,,,,,,,,
33367,1976,NV, ,20.173334,1563.885793,135963.2584,,,,,,,,,
33368,1976,CA,COTTONWOOD,25.268745,1918.676177,182068.6326,,,,,,,,,
33369,1976,CA,KELHAM,478.5343,8015.885709,3123584.386,,,,,,,,,
33370,1976,CA,SORICH PARK,284.83673,8327.643218,1858886.094,,,,,,,,,
33371,1976,CA,BLACK MOUNTAIN,107.00048,4332.888226,699907.2663,,,,,,,,,
33372,1976,CA, ,19.914721,1335.593391,141589.7424,,,,,,,,,
33373,1977,CA,ESTELLE,114.1161,2935.840708,670142.7411,,,,,,,,,
33374,1977,CA,LUCIA,132.39169,4602.48251,774175.1533,,,,,,,,,
33375,1977,CA,PERRIS,1109.2141,11207.75462,6525159.577,,,,,,,,,
33376,1977,CA,SANTA TERESA #2,86.811859,3296.510052,506051.8693,,,,,,,,,
33377,1977,CA,SHIPLEY,321.23862,5000.453364,1881763.574,,,,,,,,,
33378,1977,CA, ,250.8262,5954.313625,1470307.426,,,,,,,,,
33379,1977,CA,CHINO,470.47409,13661.61436,2766667.49,,,,,,,,,
33380,1977,CA,SONNET,385.44299,5415.411586,2292298.598,,,,,,,,,
33381,1977,CA,HOWELL MT.,2595.7993,27876.82365,15606025.21,,,,,,,,,
33382,1977,CA,JERUSALEM,380.85345,10658.34509,2305331.126,,,,,,,,,
33383,1977,CA,ALMS,737.6972,12609.15307,4567951.413,,,,,,,,,
33384,1977,CA,CHINA,523.33215,8348.887029,3247338.564,,,,,,,,,
33385,1977,CA,MARBLE-CONE,173333.45,192848.1759,1080433761,,,,,,,,,
33386,1977,CA, ,106.75092,4883.164556,620179.394,,,,,,,,,
33387,1977,CA,MINE,4955.8125,29240.15066,29135537.03,,,,,,,,,
33388,1977,CA, ,97.022522,4059.582401,572157.5755,,,,,,,,,
33389,1977,CA,CABAZON,2831.3557,20608.80224,16668653.34,,,,,,,,,
33390,1977,CA,MITCHELL CYN.,6042.002,28394.14271,35775110.53,,,,,,,,,
33391,1977,CA, ,34.170784,2904.280341,229043.1333,,,,,,,,,
33392,1977,CA, ,3.825119,609.8986159,23377.88314,,,,,,,,,
33393,1977,CA, ,66.582626,3163.66016,387484.8613,,,,,,,,,
33394,1977,CA, ,87.387161,3848.44005,506492.2006,,,,,,,,,
33395,1977,CA,JANES,92.688095,3430.153835,677651.4538,,,,,,,,,
33396,1977,CA,MOWITZ,25.640862,1801.7498,186192.5084,,,,,,,,,
33397,1977,CA,HIDDEN BASIN,14.084628,1259.103046,102043.2727,,,,,,,,,
33398,1977,CA,BUCHER,18.442947,1414.815691,133526.04,,,,,,,,,
33399,1977,CA,KNOBCONE,223.90294,5221.271187,1620635.216,,,,,,,,,
33400,1977,CA,BANISTER,139.00383,6889.273363,1002474.866,,,,,,,,,
33401,1977,CA,COUGER,872.03302,13184.75861,6321354.782,,,,,,,,,
33402,1977,CA,WATERBOX,4.7925444,712.066535,34302.84481,,,,,,,,,
33403,1977,CA,SCARFACE,78190.852,143125.0687,563155223.7,,,,,,,,,
33404,1977,CA,ROCKY,29.87005,1650.341339,216187.6781,,,,,,,,,
33405,1977,CA, ,2.9873064,519.3698681,21410.84219,,,,,,,,,
33406,1959,CA, ,34.45829,1949.30604,233989.8722,,,,,,,,,
33407,1971,CA, ,71.476822,4838.815168,489040.3699,,,,,,,,,
33408,1976,CA,OAKTREE,884.98047,12637.07551,6000742.691,,,,,,,,,
33409,1976,CA,SMITHNECK,192.08841,4637.431292,1313236.944,,,,,,,,,
33410,1994,CA,WAGON FIRE,570.36914,8855.788959,3361531.209,,,,,,,,,
33411,1994,CA,"""G"" FIRE",331.40994,8238.860635,1990873.396,,,,,,,,,
33412,1994,CA,TOTH FIRE 22 AC,24.891718,2225.050911,147472.8832,,,,,,,,,
33413,1994,CA,SEPULVEDA FIRE,29.634119,1614.773798,175332.6891,,,,,,,,,
33414,1994,CA,LADERA HEIGHTS FIRE,10.265689,1097.073636,60607.41771,,,,,,,,,
33415,1994,CA,PORTER RANCH,55.560593,2461.719956,330284.091,,,,,,,,,
33416,1985,CA,TRELOAR COMPLEX,3786.2441,21561.69684,26771489.49,,,,,,,,,
33417,1985,CA,BLUE NOSE,294.48883,9649.15201,2061900.793,,,,,,,,,
33418,1985,CA,GAS POINT ROAD,64.888588,3324.029279,453289.3608,,,,,,,,,
33419,1985,CA,GAS POINT ROAD,120.94884,4336.795492,844753.6667,,,,,,,,,
33420,1985,CA,GAS POINT ROAD,106.86332,4173.451435,746377.712,,,,,,,,,
33421,1985,CA,GAS POINT ROAD,78.217186,3110.740331,546269.027,,,,,,,,,
33422,1985,CA,GAS POINT ROAD,88.642876,3207.155748,619082.3007,,,,,,,,,
33423,1985,CA,GAS POINT ROAD,93.247581,3532.92852,651236.4637,,,,,,,,,
33424,1914,CA, ,749.33289,13806.73111,5117285.335,,,,,,,,,
33425,1915,CA, ,102.59094,4413.086932,698358.5803,,,,,,,,,
33426,1985,CA, ,19.227865,1378.192213,122652.5361,,,,,,,,,
33427,1985,CA,DYER,29.872799,1643.260195,214336.7259,,,,,,,,,
33428,1985,CA,PG&E #5,55.02285,2783.832428,337185.1164,,,,,,,,,
33429,1985,CA,GUADALUPE,131.91551,3768.362246,798271.717,,,,,,,,,
33430,1985,CA,EAST,7.0790215,1026.457917,51812.70683,,,,,,,,,
33431,1985,CA,OAK,9.5035801,1057.268808,69353.86574,,,,,,,,,
33432,1985,CA,HUMMINGBIRD,2382.6646,25547.75945,14158687.64,,,,,,,,,
